,Name,Measure,Toxicity,Reference
2861,ISOPROPYL PHENYLCARBAMATE,LD50,Rat ip 600 mg/kg,"Tomlin CDS, ed. Propham (122-42-9). In: The e-Pesticide Manual, 13th Edition  Version 3.2 (2005-06). Surrey UK, British Crop Protection Council."
2862,ISOPROPYL PHENYLCARBAMATE,LD50,"Rat (Wistar, male and female) dermal >5000 mg/kg bw /from table/","FAO/WHO; JMPR Pesticide residues in food, Part II Toxicology- Propham (1992). Available from, as of February 1, 2006: https://www.inchem.org/documents/jmpr/jmpmono/v92pr17.htm"
2863,Propoxur,LD50,Rat acute oral 95 to 104 mg/kg,"Verschueren, K. Handbook of Environmental Data of Organic Chemicals. 2nd ed. New York, NY: Van Nostrand Reinhold Co., 1983., p. 230"
2864,Propoxur,LD50,Rat (male) oral 83 mg/kg,"American Conference of Governmental Industrial Hygienists. Documentation of the TLV's and BEI's with Other World Wide Occupational Exposure Values. CD-ROM Cincinnati, OH 45240-4148 2010."
2865,Propoxur,LD50,Rat (female) oral 86 mg/kg,"American Conference of Governmental Industrial Hygienists. Documentation of the TLV's and BEI's with Other World Wide Occupational Exposure Values. CD-ROM Cincinnati, OH 45240-4148 2010."
2866,Propoxur,LD50,Rat ip 30 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 3072"
2867,Propoxur,LD50,Rat iv 11 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 3072"
2868,Propoxur,LD50,Rat im 53 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 3072"
2869,Propoxur,LD50,Rat sc 56 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 3072"
2870,Propoxur,LD50,Rat dermal >1000 mg/kg,"Verschueren, K. Handbook of Environmental Data of Organic Chemicals. 2nd ed. New York, NY: Van Nostrand Reinhold Co., 1983., p. 230"
2871,Propoxur,LD50,Rats dermal >2400 mg/kg,"American Conference of Governmental Industrial Hygienists. Documentation of the TLV's and BEI's with Other World Wide Occupational Exposure Values. CD-ROM Cincinnati, OH 45240-4148 2010."
2872,Propoxur,LD50,Rat inhalation >0.5 mg/L/4 hr (aerosol); >0.654 mg/L air/4 hr (dust),"Tomlin, C.D.S. (ed.). The Pesticide Manual - World Compendium. 10th ed. Surrey, UK: The British Crop Protection Council, 1994., p. 861"
2873,Propoxur,LD50,Rat inhalation > 0.5 mg/cu m/4 hr,"USEPA/Office of Pesticide Programs; Reregistration Eligibility Decision Document - Propoxur p.7 EPA738-R-97-009 (August 1997). Available from, as of  September 22, 2010: https://www.epa.gov/pesticides/reregistration/status.htm"
2874,Propoxur,LD50,Rat inhalation 1440 mg/cu m/1 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 3072"
2875,Propoxur,LD50,"Mouse oral 23,500 ug/kg /SRP: 23.5 mg/kg/","Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 3072"
2876,Propoxur,LD50,Rabbit dermal >2000 mg/kg,"USEPA/Office of Pesticide Programs; Reregistration Eligibility Decision Document - Propoxur p.6 EPA738-R-97-009 (August 1997). Available from, as of  September 22, 2010: https://www.epa.gov/pesticides/reregistration/status.htm"
2877,Propoxur,LD50,Domestic goat male 12 mo of age oral > 800 mg/kg male 12 mo of age,"U.S. Department of the Interior, Fish and Wildlife Service. Handbook of Toxicity of Pesticides to Wildlife. Resource Publication 153. Washington, DC: U.S. Government Printing Office, 1984., p. 15"
2878,ISOAMYL ALCOHOL,LD50,"Rat oral 1,300 mg/kg","Sax, N.I. Dangerous Properties of Industrial Materials. 6th ed. New York, NY: Van Nostrand Reinhold, 1984., p. 1630"
2879,ISOAMYL ALCOHOL,LD50,"Rabbit skin 3,970 mg/kg","Sax, N.I. Dangerous Properties of Industrial Materials. 6th ed. New York, NY: Van Nostrand Reinhold, 1984., p. 1630"
2880,ISOAMYL ALCOHOL,LD50,Rat (90-120 g) oral 65.0 mmol/kg (7.07 ml/kg). /From table/,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. Second Edition. Volume 3 Alcohols and Esters. New York, NY: Elsevier, 1992., p. 123"
2881,ISOAMYL ALCOHOL,LD50,Rabbit oral 3.4 g/kg,"Gosselin, R.E., R.P. Smith, H.C. Hodge. Clinical Toxicology of Commercial Products. 5th ed. Baltimore: Williams and Wilkins, 1984., p. II-175"
2882,ALUMINUM CHLORIDE,LD50,Swiss Webster Mouse oral 222 mg Al/kg,"DHHS/ATSDR; Toxicological Profile for Aluminum (July 1999). Available from, as of May 21, 2004: https://www.atsdr.cdc.gov/toxprofiles/index.asp"
2883,ALUMINUM CHLORIDE,LD50,Dobra Voda Mice oral 770 mg Al/kg,"DHHS/ATSDR; Toxicological Profile for Aluminum (July 1999). Available from, as of May 21, 2004: https://www.atsdr.cdc.gov/toxprofiles/index.asp"
2884,ALUMINUM CHLORIDE,LD50,Sprague-Dawley Rat oral 370 mg Al/kg,"DHHS/ATSDR; Toxicological Profile for Aluminum (July 1999). Available from, as of May 21, 2004: https://www.atsdr.cdc.gov/toxprofiles/index.asp"
2885,ALUMINUM CHLORIDE,LD50,Guinea pig oral 400 mg aluminum chloride/kg. /From table/,"National Research Council. Drinking Water & Health, Volume 4. Washington, DC: National Academy Press, 1981., p. 164"
2886,ALUMINUM CHLORIDE,LD50,Rabbit oral 400 mg aluminum chloride/kg. /From table/,"National Research Council. Drinking Water & Health, Volume 4. Washington, DC: National Academy Press, 1981., p. 164"
2887,ALUMINUM CHLORIDE,LD50,Mouse oral 390 mg/kg bw /from table/,"Sheftel, V.O.; Indirect Food Additives and Polymers. Migration and Toxicology. Lewis Publishers, Boca Raton, FL. 2000., p. 433"
2888,ALUMINUM CHLORIDE,LD50,Rat oral 3300 mg/kg bw /Hexahydrate/,"Sheftel, V.O.; Indirect Food Additives and Polymers. Migration and Toxicology. Lewis Publishers, Boca Raton, FL. 2000., p. 433"
2889,ALUMINUM CHLORIDE,LD50,Mouse oral 1990 mg/kg bw /Hexahydrate/,"Sheftel, V.O.; Indirect Food Additives and Polymers. Migration and Toxicology. Lewis Publishers, Boca Raton, FL. 2000., p. 433"
2890,ALUMINUM CHLORIDE,LD50,Mouse (Swiss) ip 105 mg Al/kg bw,"WHO; Environ Health Criteria 194: Aluminum (1997). Available from, as of June 2, 2004: https://www.inchem.org/documents/ehc/ehc/ehc194.htm#SectionNumber:1.1"
2891,ALUMINUM CHLORIDE,LD50,Rat (Sprague Dawley) ip 81 mg Al/kg bw,"WHO; Environ Health Criteria 194: Aluminum (1997). Available from, as of June 2, 2004: https://www.inchem.org/documents/ehc/ehc/ehc194.htm#SectionNumber:1.1"
2892,ALUMINUM CHLORIDE,LD50,Rat ip 728 mg/kg bw /Hexahydrate/,"European Chemicals Bureau; IUCLID Dataset, Aluminum chloride (7446-70-0) (2000 CD-ROM edition). Available from, as of June 14, 2004: https://esis.jrc.ec.europa.eu/"
2893,ALUMINUM CHLORIDE,LD50,Mouse ip 342 mg/kg bw (95% confidence limits: 270-420 mg/kg) /Hexahydrate/,"European Chemicals Bureau; IUCLID Dataset, Aluminum chloride (7446-70-0) (2000 CD-ROM edition). Available from, as of June 14, 2004: https://esis.jrc.ec.europa.eu/"
2894,ALUMINUM CHLORIDE,LD50,Rat sc 3450 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, Aluminum chloride (7446-70-0) (2000 CD-ROM edition). Available from, as of June 14, 2004: https://esis.jrc.ec.europa.eu/"
2895,Isobutane,LD50,Rat inhalation 57 pph/15 min,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2516"
2896,Isobutane,LD50,Mouse inhalation 52 mg/L/1 hr,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V4 18"
2897,ISOBUTYL ACETATE,LD50,Rabbit dermal >5000 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset for Isobutyl acetate (110-19-0), p.30 (2000 CD-ROM edition). Available from, as of October 28, 2011: https://esis.jrc.ec.europa.eu/"
2898,ISOBUTYL ACETATE,LD50,Rabbit dermal >17400 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset for Isobutyl acetate (110-19-0), p.29 (2000 CD-ROM edition). Available from, as of October 28, 2011: https://esis.jrc.ec.europa.eu/"
2899,ISOBUTYL ACETATE,LD50,Rat inhalation > 14.72 mg/L /6 hr,"European Chemicals Bureau; IUCLID Dataset for Isobutyl acetate (110-19-0), p.28 (2000 CD-ROM edition). Available from, as of October 28, 2011: https://esis.jrc.ec.europa.eu/"
2900,ISOBUTYL ACETATE,LD50,Rat inhalation >13.24 mg/L /6 hr,"European Chemicals Bureau; IUCLID Dataset for Isobutyl acetate (110-19-0), p.27 (2000 CD-ROM edition). Available from, as of October 28, 2011: https://esis.jrc.ec.europa.eu/"
2901,ISOBUTYL ACETATE,LD50,Rat oral >3200 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset for Isobutyl acetate (110-19-0), p.26 (2000 CD-ROM edition). Available from, as of October 28, 2011: https://esis.jrc.ec.europa.eu/"
2902,ISOBUTYL ACETATE,LD50,Rabbit oral 4763 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2120"
2903,ISOBUTYL ACETATE,LD50,"Rat oral 13,400 mg/kg","Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2120"
2904,ISOBUTYL ACRYLATE,LD50,Rat oral 7070 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2120"
2905,ISOBUTYL ACRYLATE,LD50,Rat ip 654 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2120"
2906,ISOBUTYL ACRYLATE,LD50,Mouse oral 6106 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2120"
2907,ISOBUTYL ACRYLATE,LD50,Mouse ip 760 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2120"
2908,ISOBUTYL ACRYLATE,LD50,Rabbit skin 890 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2120"
2909,ISOBUTYLAMINE,LD50,Rat oral 228 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 1954"
2910,Isobutylene,LD50,Mouse inhalation 415 mg/L/2 hr,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V4 87"
2911,Isobutylene,LD50,Rat inhalation 620 mg/L/4 hr,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V4 87"
2912,Isobutylene,LD50,Rat inhalation 620 g/cu m/4 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2119"
2913,Isobutylene,LD50,Mouse inhalation 415 g/cu m/2 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2119"
2914,ISOBUTYRALDEHYDE,LD50,Rat oral 3.7 g/kg,"Budavari, S. (ed.). The Merck Index - Encyclopedia of Chemicals, Drugs and Biologicals. Rahway, NJ: Merck and Co., Inc., 1989., p. 811"
2915,ISOBUTYRALDEHYDE,LD50,Rat oral 2810 mg/kg,"Kirk-Othmer Encyclopedia of Chemical Technology. 3rd ed., Volumes 1-26. New York, NY: John Wiley and Sons, 1978-1984., p. V4 384 (1978)"
2916,ISOBUTYRALDEHYDE,LD50,"Mouse inhalation 39,500 mg/cu m/2 hr","Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 1959"
2917,ISOBUTYRALDEHYDE,LD50,Rabbit skin 7130 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 1959"
2918,ISODECYL ACRYLATE,LD50,Rabbit dermal 3540 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 1963"
2919,ISODECYL ACRYLATE,LD50,Rat oral 12 g/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 1963"
2920,ISODECYL ALCOHOL,LD50,Rat oral 6400 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2133"
2921,ISODECYL ALCOHOL,LD50,Rabbit dermal 3150 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2133"
2922,ISODECYL ALCOHOL,LD50,Rabbit dermal 3.56 mL/kg /Mixed isomers of decyl oxo alcohols/,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 6:488"
2923,ISODECYL ALCOHOL,LD50,Rat oral 9.8 g/kg /Mixed isomers of decyl oxo alcohols/,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. 6:488"
2924,ISODECYL ALCOHOL,LD50,Mouse oral 2700 mg/kg,"European Chemicals Bureau; IUCLID Dataset, Isodecyl alcohol (25339-17-7) (2000 CD-ROM  edition). Available from, as of April 20, 2006: https://esis.jrc.ec.europa.eu/"
2925,ISODECYL ALCOHOL,LD50,Mouse ip 150 mg/kg,"European Chemicals Bureau; IUCLID Dataset, Isodecyl alcohol (25339-17-7) (2000 CD-ROM  edition). Available from, as of April 20, 2006: https://esis.jrc.ec.europa.eu/"
2926,ALLYL ISOTHIOCYANATE,LD50,Rat Oral 112 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 119"
2927,ALLYL ISOTHIOCYANATE,LD50,Rat oral 339 mg/kg (10% solution in corn oil),"IARC. Monographs on the Evaluation of the Carcinogenic Risk  of Chemicals to Humans. Geneva: World Health Organization,  International Agency for Research on Cancer, 1972-PRESENT.  (Multivolume work). Available at: https://monographs.iarc.fr/ENG/Classification/index.php, p. V73 41 (1999)"
2928,ALLYL ISOTHIOCYANATE,LD50,Rat subcutaneous 92 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 119"
2929,ALLYL ISOTHIOCYANATE,LD50,Mouse subcutaneous 80 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 119"
2930,ALLYL ISOTHIOCYANATE,LD50,Mouse oral 308 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 119"
2931,ALLYL ISOTHIOCYANATE,LD50,Rabbit skin 88 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 119"
2932,Isopentane,LD50,Mouse inhalation 1000 mg/L/1 hr (estimated),"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V4 26"
2933,ISOPHORONE,LD50,Rat oral 1000-3450 mg/kg.,USEPA; Health and Environmental Effects Profile for Isophorone; p.30 (1986) ECAO-CIN-P162
2934,ISOPHORONE,LD50,Rabbit dermal 1380 mg/kg,USEPA; Health and Environmental Effects Profile for Isophorone; p.30 (1986) ECAO-CIN-P162
2935,ISOPHORONE,LD50,Rat inhalation 7000 mg/cu m/4 hr,USEPA; Health and Environmental Effects Profile for Isophorone; p.30 (1986) ECAO-CIN-P162
2936,ISOPHORONE,LD50,Mouse oral 2.0 g/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 1848"
2937,ISOPHORONE,LD50,Rat oral 2.37 g/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 1848"
2938,ISOPHORONE,LD50,Rat and mouse oral >3200 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 1848"
2939,ISOPHORONE,LD50,Rat oral 2280 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 1848"
2940,ISOPHORONE,LD50,Rat ip 400-800 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 1848"
2941,ISOPHORONE,LD50,Mouse ip 400 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 1848"
2942,ISOPHORONE,LD50,Rabbit dermal 1500 mg/kg,"Clayton, G.D., F.E. Clayton (eds.) Patty's Industrial Hygiene and Toxicology. Volumes 2A, 2B, 2C, 2D, 2E, 2F: Toxicology. 4th ed. New York, NY: John Wiley & Sons Inc., 1993-1994., p. 1849"
2943,Isoprene,LD50,Rat inhalation 180 g/cu m/4 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2144"
2944,Isoprene,LD50,Mouse inhalation 139 g/cu m/2 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2144"
2945,Isoprene,LD50,"Rat oral 2,043-2,210 mg/kg","European Chemicals Agency (ECHA); Registered Substances, Isoprene (CAS Number: 78-79-5) (EC Number: 201-143-3) (Last modified: December 1, 2017). Available from, as of December 20, 2017: https://echa.europa.eu/registration-dossier/-/registered-dossier/16096/7/3/2"
2946,Isoprene,LD50,"Rat intraperitoneal 1,310-1,470 mg/kg","European Chemicals Agency (ECHA); Registered Substances, Isoprene (CAS Number: 78-79-5) (EC Number: 201-143-3) (Last modified: December 1, 2017). Available from, as of December 20, 2017: https://echa.europa.eu/registration-dossier/-/registered-dossier/16096/7/3/2"
2947,ALLYL CHLOROFORMATE,LD50,"Rat inhalation 32,400 ug/cu m","Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 113"
2948,ALLYL CHLOROFORMATE,LD50,rats oral 244 mg/kg,"Oskerko EF, Klimova EI; Toxic effects of allyl chloroformate; Gig Tr Prof Zabol 5: 51-2 (1984)"
2949,ALLYL CHLOROFORMATE,LD50,"Mouse inhalation 23,000 ug/cu m","Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 113"
2950,ALLYL CHLOROFORMATE,LD50,Mice oral 210 mg/kg,"Oskerko EF, Klimova EI; Toxic effects of allyl chloroformate; Gig Tr Prof Zabol 5: 51-2 (1984)"
2951,ALLYL BROMIDE,LD50,Rat inhalation 10000 mg/cu m/30 min,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 94"
2952,ALLYL BROMIDE,LD50,Mouse ip 108 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 94"
2953,ALLYL BROMIDE,LD50,Guinea pig oral 30 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 94"
2954,2-BROMOPROPANE,LD50,Mouse ip 4837 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 528"
2955,2-BROMOPROPANE,LD50,Rat oral >2000 mg/kg,"American Conference of Governmental Industrial Hygienists. Documentation of the TLV's and BEI's with Other World Wide Occupational Exposure Values. CD-ROM Cincinnati, OH 45240-1634 2005., p. 3"
2956,2-BROMOPROPANE,LD50,"Mouse (ICR) inhalation 31,171 ppm/4 hr","American Conference of Governmental Industrial Hygienists. Documentation of the TLV's and BEI's with Other World Wide Occupational Exposure Values. CD-ROM Cincinnati, OH 45240-1634 2005., p. 3"
2957,ISOPROPYL MERCAPTAN,LD50,Rat oral > 2000 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 p.695"
2958,ISOPROPYL MERCAPTAN,LD50,Rat inhalation >1792 mg/kg/4 hr,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 p.695"
2959,Isopropyl myristate,LD50,Rat oral >16 mL/kg,"Christian M, ed; J American College of Toxicology 1 (4): 55-80 (1982)"
2960,Isopropyl myristate,LD50,Mouse oral 49.7 mL/kg,"Christian M, ed; J American College of Toxicology 1 (4): 55-80 (1982)"
2961,Isopropyl myristate,LD50,Rat ip 79.5 mL/kg,"Christian M, ed; J American College of Toxicology 1 (4): 55-80 (1982)"
2962,Isopropyl myristate,LD50,Mice ip 50.2 mL/kg,"Christian M, ed; J American College of Toxicology 1 (4): 55-80 (1982)"
2963,Isopropyl myristate,LD50,Rabbit skin 5 g/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 1990"
2964,ADIPONITRILE,LD50,Guinea pig sc 50 mg/kg,"Verschueren, K. Handbook of Environmental Data of Organic Chemicals. 2nd ed. New York, NY: Van Nostrand Reinhold Co., 1983., p. 166"
2965,ADIPONITRILE,LD50,Rat oral 155 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 73"
2966,ADIPONITRILE,LD50,Mouse ip 40 mg/kg,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 326"
2967,ADIPONITRILE,LD50,Rat inhalation 1.71 mg/l/4 hr,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. 2nd ed. Volume II: Nitrogen and Phosphorus Solvents. Amsterdam-New York-Oxford: Elsevier, 1990., p. 326"
2968,ADIPONITRILE,LD50,Mouse oral 172 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 73"
2969,ADIPONITRILE,LD50,Rabbit oral 22 mg/kg,"Lewis, R.J. Sax's Dangerous Properties of Industrial Materials. 9th ed. Volumes 1-3. New York, NY: Van Nostrand Reinhold, 1996., p. 73"
2970,3-METHYLBUTANAL,LD50,rabbit Inhalation >6.2 mg/L/10 hr.,"United Nations Environment Programme: Screening Information Data Sheets on 3-Methylbutanal (590-86-3) Available from, as of January 14, 2009: https://www.chem.unep.ch/irptc/sids/OECDSIDS/sidspub.html"
2971,3-METHYLBUTANAL,LD50,Rabbit dermal 3180 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2402"
2972,3-METHYLBUTANAL,LD50,Mouse oral 4750 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2402"
2973,3-METHYLBUTANAL,LD50,Rat oral 5600 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2402"
2974,3-METHYLBUTANAL,LD50,Guinea pig skin >10 g/kg /From table/,"Clayton, G. D. and F. E. Clayton (eds.). Patty's Industrial Hygiene and Toxicology: Volume 2A, 2B, 2C: Toxicology. 3rd ed. New York: John Wiley Sons, 1981-1982., p. 2643"
